tweet_id,label
1000117202144649218,1
1000264516750503936,0
1000282371067928576,1
1000534824006901761,0
1000775166312501248,0
1000810802763517958,0
1001150685533167617,0
1001384003960823808,0
1001528031016636416,1
1001750595458433024,0
1001907488420188160,0
1002198727740874752,0
1003339520174166016,0
1003532831920918529,0
1003595216991944705,1
1003637330157027331,0
1003726634569093122,0
1003740395510161408,0
1003871298861391872,0
1004015084283289606,0
1004456247280766976,0
1004550877296852994,1
1004756312729817088,0
1004922453641039872,0
1005056082199371778,0
1005067542266667008,0
1005156853486096384,0
1005162798949851136,1
1005328099385495552,0
1005333382954389504,0
1005727028941815813,0
1005730427674374151,0
1006140146092306432,1
1006157805915721728,0
1006297822721912833,0
1006424068025978883,0
1006471516324851713,0
1006759207838810113,0
1006901052615077888,1
1006909114813906945,0
1007152302455705602,0
1007269491347161089,0
1007414505792573440,0
1007703264278835201,0
1007811525216698368,0
1007855217629646848,0
1007968370220773376,0
1007994468476149763,0
1008076748775358465,0
1008646261547905030,0
1008717459426340867,0
1008721320736063488,0
1008728535777841152,0
1008742823070294016,0
1008982529695764480,1
1009032328109281281,0
1009046417120243713,1
1009318423485190149,0
1009510685695504384,1
1009992086035165184,0
1010155184142651392,0
1010173318375333889,0
1010245210343985153,0
1010518193939603457,1
1010559750155710464,0
1010853770354294784,1
1010933023855046656,0
1010997034315329537,0
1011135908723265536,0
1011241506718568450,0
1011246627527516160,0
1011478240521871361,0
1011686864405876737,1
1011692557938634757,0
1012128800686174208,0
1012262428342661120,0
1012340917410369536,0
1012532522058731521,0
1012582571887210496,0
1012583120846184449,0
1012591619823034368,0
1012607248198242304,0
1013060042621358080,0
1013121679734857728,0
1013218016639758336,0
1013673583313391616,0
1013792635746648064,0
1013897517342384128,0
1013935287515385859,0
1014043892604461062,0
1014256192778956800,0
1014393788675100672,0
1014408920729825281,0
1014482709882855426,0
1014574517728014336,0
1014588650099748865,0
1014655804383916034,0
1015119388733792256,0
1015835969948397570,0
1016023188935827456,1
1016703322156253184,0
1016741139947368448,1
1016780584125980682,1
1016795276273692679,1
1017142809764253696,1
1017434583686635520,0
1017549805067915266,0
1017764451989110785,0
1017804479494840000,1
1017955778009976834,0
1018078308486078465,1
1018155804585840640,1
1018180547724574725,0
1018423344650059777,1
1018542798201638912,0
1018943006014140418,0
1018992391393628160,0
1019141507792687104,1
1019465434012291072,0
1019596358355861504,0
1019951189503369216,0
1020336528365686786,0
1020372490206564353,0
1020529615444611072,1
1020661971388108805,0
1020720731452297226,0
1020980005105537025,0
1020982267840167937,1
1021068746029400064,0
1021118083686195200,0
1021494398901731328,0
1021503638022356992,0
1021764132763299840,0
1021876240230305805,0
1022595473813774336,0
1022652706534477824,1
1022982627983323141,0
1023228885998002176,0
1023333729756950529,0
1023493530348670977,0
1023794279074988032,1
1023890456298577920,1
1023963339460894723,0
1023981829487910917,0
1023984622387036160,1
1023984863869853696,1
1023985951327105025,1
1024025114525032448,0
1024036884060794885,1
1024181989912526848,1
1024307052049559553,0
1024574122511290368,0
1024868779862327296,1
1024949113702572037,1
1024954513289953280,1
1024983189692055552,0
1025009295388160000,1
1025028143961309184,1
1025391819255947264,0
1025630485022732288,0
1025638865086951425,0
1025755299649675264,1
1025765354830737408,0
1025767045000921088,0
1025803447726034945,1
1025842457949351936,1
1026055375781384193,1
